nama_usaha,alamat_usaha,badan_usaha,penanggung_jawab,wilayah,no_telepon,no_fax,jenis_usaha,kapasitas
Mimoosa,Jl. Gading Kirana Raya Blok A.13/33,Olivia Chen,Olivia Chen,Jakarta Utara,,,Restoran,10/40/B
Minus 2 (Two),Bukit Golf Mediterania PIK Rukan Crown Golf ,PT. Maxi Sejuta Guna,Gunawan Anis,Jakarta Utara,021 5888000,021 5880043,Restoran,10/50/B
Miz Moren,Jl. Boulevard Barat Raya Italian Walk Blok B/42,PT. Miz Moren,Erwin Ary Santoso,Jakarta Utara,,,Restoran,13/46/B
Momento,Ruko Crown Golf Blok D No. 33&35,PT. Berkat Jaya Rasa,Henry,Jakarta Utara,,,Restoran,10/40/B
Mos Burger,Jl. Boulevard Barat Raya No. 1,PT. MOG Indonesia,Pinnywati Chandra,Jakarta Utara,021 45866307,021 45866325,Restoran,10/50/A
Mr. Bbq,Jl. Raya Gading Batavia Blok LC-08 No. 36,PT. Imperial Food House,Kang Jin Ho,Jakarta Utara,021 45854354,021 45847444,Restoran,10/40/B
Mr. Pancake,Jl. Pluit Raya No.1,CV.Pancake Cipta Rasa,Helmi Irwan M.Subianto,Jakarta Utara,,,Restoran,12/24/B
Mr. Sashimi,Jl. Raya Gading Batavia Blok LC 11 No. 19-20,PT. Imperial Food House,Kang Jin Ho,Jakarta Utara,021 45854354,021 45854354,Restoran,10/40/B
Muara Kuring,Jl. Raya Muara Karang No. 117-119,,Handianto Tjokro,Jakarta Utara,021 6680213,021 6685153,Restoran,20/80/A
My Hanoi House,Jl. Boulevard Raya Blok M3,PT. Lintas Nusa Kulinex,Rahmat Rahardja Ong,Jakarta Utara,021 45864963,,Restoran,10/40/B
My Resto,Jl. Pluit Karang Utara Blok H-1 S No. 80,,Joe Ing Fie,Jakarta Utara,,,Restoran,6/20/B
Myeong Ga Myeon Ok,"Ruko Inkopal Blok G 38-39, Jl. Boulevard Barat Raya, Kelapa Gading",PT. P&A FNB International,Park Jae Hwan,Jakarta Utara,021 45859272,021 45859273,Restoran,25/100/A
Mystique,"Ruko Elang Laut Boulevard, Jl. Pantai Indah Selatan",PT. Sembilan Mitra Gemilang,Budi Suhartoyo,Jakarta Utara,,,Restoran,20/80/A
Nabe Douraku,Jl. Pluit Karang No. 183 Blok A.7 Kav.No. 9 RT007,PT. Rumah Bahagia Pertama,Sumitro,Jakarta Utara,,,Restoran,15/50/B
Namaste Resto,"Gd. Wisma Udaya Lt. 1, Jl. Danau Sunter Selatan",-,Surinder Singh,Jakarta Utara,021 65303962,021 65300816,Restoran,14/50/B
Nelayan,Jl. Karang Bolong Raya No. 8,-,Aswan Kwek,Jakarta Utara,021 6900660,021 6904968,Restoran,60/250/A
New Daisho Express,Jl. Boulevard Kelapa Gading,PT. Putra Surya Makmur,Kusnadi Sukarja,Jakarta Utara,021 4533355,,Restoran,8/19/C
New Daisho Express,Jl. Boulevard Kelapa Gading,PT. Putra Surya Makmur,Kusnadi Sukarja,Jakarta Utara,021 4533355,,Restoran,8/19/C
New Daisho Express,Jl. Artha Gading Selatan,PT. Putra Surya Makmur,Kusnadi Sukarja,Jakarta Utara,021 45864204,,Restoran,6/28/B
New Oceanic Café,Jl. Raya Pantai Mutiara RT008/RW016,PT.Mutiara Raga Indah,Suhendro Prabowo,Jakarta Utara,021 6697146,021 6697146,Restoran,15/50/B
Northren House Indonesia,Bukit Golf Mediterania PIK,CV.Northren House Indonesia,Benny Chandra,Jakarta Utara,,,Restoran,14/60/A
Nuno Fusion Food,Jl. Boulevard Barat Raya,PT. Maha Karunia Indonesia,Rio Aprianto,Jakarta Utara,021 45869391,021 45869392,Restoran,30/120/A
Ocha,Griya Inti Sentosa Blok A-26,PT. Ta Ko Indah Permai,Yushiana Winata,Jakarta Utara,021 6516623,,Restoran,18/72/A
Oenpao,"Pantai Carnaval TIJA, Jl. Lodan",,Rahardjo Djali,Jakarta Utara,021 29388119,,Restoran,12/48/B
Oh Lala Lounge,Jl. Boulevard Barat Raya,PT. Dunia Hao Chi,Borton Liew,Jakarta Utara,,,Restoran,10/50/B
Ohka,"Bukit Golf Mediterania PIK Ruko Emerald Park, Pantai Indah Kapuk",PT. INTI KARUNIA SEJAHTERA,Tora Sutanto,Jakarta Utara,,,Restoran,15/60/A
Okiro Box,"Mal Kelapa Gading, Sentra Kelapa Gading, Jl. Boulevard Kelapa Gading",THERESIA,THERESIA,Jakarta Utara,021 4531101,021 45853800,Restoran,12/42/B
Oktober Feast,"Bukit Golf Mediterania, Jl. Pantai Indah Barat No. 1, Kamal Muara, Penjaringan, Pantai Indah Kapuk",PT. Suvarna Patra,Hari Permata Kartono,Jakarta Utara,,,Restoran,14/50/B
Oktober Feast,"Bukit Golf Mediterania, Jl. Pantai Indah Barat No. 1, Kamal Muara, Penjaringan, Pantai Indah Kapuk",PT. Suvarna Patra,Hari Permata Kartono,Jakarta Utara,,,Restoran,14/50/B
Old Town White Coffee,"Baywalk Mall, Jl. Pluit Karang Ayu Blok B1 Utara",PT. Buana Kencana Makmur,Daniel Kristianto,Jakarta Utara,021 29621275,021 29621275,Restoran,23/60/A
Oldtown,"Emporium Pluit Mall, Jl. Pluit Selatan Raya",PT. Oldtown Indonesia,Alamsyah,Jakarta Utara,021 66676833,021 66676834,Restoran,14/48/B
Olfrenz,Jl. Pantai Indah Selatan,PT. Kawan Lama Makmur,Rudy,Jakarta Utara,,,Restoran,15/60/A
Oppa House Of Soju,Jl. Kelapa Gading Boulevard Blok PA-1,PT. BNJ Aritise Indonesia,Antonius Juan Arifin,Jakarta Utara,,,Restoran,20/60/A
Oriental,Jl. C RT002/RW015,,David Lasmana,Jakarta Utara,021 65307402,,Restoran,6/20/C
Ozone Food Centre,"Jl. Pantai Indah Mutiara III, Pantai Indah Kapuk",PT. Fifefa International,Fitria Yusuf,Jakarta Utara,021 42009373,021 4207262,Restoran,8/24/B
P & B,Pantai Indah Kapuk Ruko Crown Golf Blk A No. 2,PT. Cipta Tunas Sejahtera,Reynard Arief,Jakarta Utara,,,Restoran,12/40/B
Padang Express,"Jl. Gaya Motor III No. 7, Sunter II",PT. Asia Bistro Cuisine,Sumarno Sutrisno,Jakarta Utara,021 6337362,,Restoran,14/50/B
Pan And Barrel,"Ruko Crown Golf Blk A No. 27-28, PIK",PT. Cipta Tunas Sejahtera,Reynard Arief,Jakarta Utara,,,Restoran,12/40/B
Pan Pan,Jl. Boulevard Barat Blok Lc 7/26,PT. Anugrah Sejati Rahmat Insani,Toni Kurniawan,Jakarta Utara,021 4527226,,Restoran,11/54/A
Pancious Pancake House,Jl. Pluit Selatan Raya,PT. Pancious Tirta Jaya,Fredy Tjong,Jakarta Utara,,,Restoran,15/60/A
Pancious Pancake House,"Mal Kelapa Gading, Jl. Boulevard Kelapa Gading",PT. Pancious Tirta Jaya,Fredy Tjong,Jakarta Utara,,,Restoran,25/100/A
Pandan Bistro,Jl. Pluit Indah Raya No. 20 RT008/RW008,PT. Citra Indah Persada,Wibowo Tan,Jakarta Utara,,,Restoran,20/80/A
Pandan Village,"Emporium Pluit Mall, Jl. Pluit Selatan Raya Lt.2",PT. FG Resto,David Hartono,Jakarta Utara,021 66672999,021 66676298,Restoran,7/30/B
Paparon's Pizza,Jl. Boulevard Raya Blok WA 2 No. 7,PT. Sentani Persada Sentosa,Ikhsan,Jakarta Utara,,,Restoran,10/40/B
Paparon's Pizza,"Sport Mal Kelapa Gading, Jl. Kelapa Nias Blok H",PT. Eatertainment Indonesia,Oktobriana,Jakarta Utara,,,Restoran,20/80/A
Paparon's Pizza,Jl. Boulevard Lt. Dasar Blok B8,"PT. Eatertainment International,Tbk",Suyat Martowiyono,Jakarta Utara,,,Restoran,10/40/B
Paradise Inn,"Mall Baywalk Lt. 1 Unit 1-11, 1-12, 1-15, Jl. Pluit Karang Ayu Barat No. 1",PT. Boga Makmur Intipangan,Kusnadi Rahardja,Jakarta Utara,021 7235408,021 7235141,Restoran,13/60/A
Penang,Jl. Boulevard Raya Blok 2 No. 1,,Tirta Winata Suryanto,Jakarta Utara,,,Restoran,12/48/B
Penang Bistro,"Mal Kelapa Gading, Jl. Kelapa Gading Boulevard",PT. Arena Gourment,Michael Sofian Utomo,Jakarta Utara,,,Restoran,20/100/A
Penang Kopitiam,Jl. Muara Karang Raya No. 19,,Irene Hiudelina Ku,Jakarta Utara,,,Restoran,10/40/B
Pendopo 21,Jl. Raya Kelapa Hibrida Blok RB I No. 21,,Ratna Prihatiningsih,Jakarta Utara,,,Restoran,10/40/B
Pepper Lunch,"Mall Emporium Pluit Lt. 4 Unit FC-20, Jl. Pluit Selatan Raya, Penjaringan",PT. Boga Makmur Prima,Kusnadi Rahardja,Jakarta Utara,,,Restoran,10/40/B
Pepper Lunch,"Mall Baywalk Lt. 2 Unit 2-11 C, Jl. Pluit Karang Ayu Barat No. 1",PT. Boga Makmur Prima,Kusnadi Rahardja,Jakarta Utara,021 7235408,021 7235141,Restoran,36/72/A
Pepper Lunch,Jl. Pluit Selatan Raya Blok S-6,PT. Boga Makmur Prima,Kusnadi Rahardja,Jakarta Utara,,,Restoran,10/40/B
Pepper Lunch Express,Jl. Boulevard Kelapa Gading,PT. Boga Makmur Prima,Kusnadi Rahardja,Jakarta Utara,,,Restoran,8/32/C
Pepper Lunch Express,"Mall Kelapa Gading Unit FCI-10A, Jl. Boulevard Kelapa Gading",PT. Boga Makmur Prima,Kusnadi Rahardja,Jakarta Utara,,,Restoran,8/32/B
Pho' Anh,Gold Cost Blok B No. 5,,Delvy Djunaidy,Jakarta Utara,,,Restoran,10/40/B
Pidza Inc,Rukan Gordoba Blok E No. 6,PIDZA INC,Indra Pardin,Jakarta Utara,,,Restoran,12/48/B
Pidza Inc,Rukan Gordoba Blok E No. 6,PIDZA INC,Indra Pardin,Jakarta Utara,,,Restoran,12/48/B
Pisa Cafe And Resto,Jl. Pluit Raya No. 1,PT.Cita Rasa Creative,"Dr.Denny Yanuar Ali,SH",Jakarta Utara,021 66607414,021 66607415,Restoran,14/50/B
Pisa Kelapa Gading,Jl. Boulevard Gading Food City,PT. Dua Rajawali Cita Rasa,Yerry Eka Nugraha,Jakarta Utara,,,Restoran,10/50/B
Pit Stop Karting,Jl. Pantai Indah Selatan I,PT. Buana Lintas Perdana,Adrian Satrianto,Jakarta Utara,021 2512142,021 2512143,Restoran,15/50/B
Pizza Hut,"Plaza Kelapa Gading Lt. I, Jl. Boulevard No. 96 ",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Utara,021 4524959,,Restoran,40/146/A
Pizza Hut," Ruko Kelapa Gading, Jl. Boulevard Raya Blok LA/12",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Utara,021 4534277,,Restoran,10/40/B
Pizza Hut,Jl. Muara Karang Raya Blok G VI No. 49,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Utara,021 8306789,021 8306790,Restoran,50/158/A
Pizza Hut,"Mal Artha Gading, Jl. Boulevard Artha Gading Selatan",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Utara,,,Restoran,30/126/A
Pizza Hut,"Emporium Pluit Mall, Jl. Pluit Selatan Raya, Penjaringan",PT. Sari Melati Kencana,Carolina Susanty,Jakarta Utara,021 66672999,021 66672768,Restoran,60/125/A
Pizza Hut,"Ruko Kelapa Gading, Jl. Boulevard Raya Blok LA",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Utara,021 4534277,,Restoran,10/40/B
Pizza Hut,Jl. Pasir Putih No. 1,PT.Sarimelati Kencana,Carolina Susanty,Jakarta Utara,021 8306789,021 8306790,Restoran,54/216/A
Pizza Hut,"Mal Sunter, Jl. Danau Sunter Utara Blok G-7",PT. Sari Melati Kencana,Carolina Susanty,Jakarta Utara,021 6451030,,Restoran,40/120/A
Pizza Hut,"Mal Kelapa Gading, Jl. Boulevard Kelapa Gading Blok M",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Utara,,,Restoran,25/144/A
Pizza Hut,"Mall Of Indonesia, Jl. Boulevard Barat Raya Kelapa Gading",PT. Sari Melati kencana,Carolina Susanty,Jakarta Utara,021 8306789,021 8306790,Restoran,40/120/A
Pizza Hut,"Mega Mal Pluit, Jl. Pluit Indah Raya",PT. Sarimelati Kencana,Carolina Susanty,Jakarta Utara,021 6683888,021 6683622,Restoran,30/120/A
Pizza Hut Delivery,Jl. Danau Sunter Utara Blok E/1B,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Utara,021 8306686,021 8306686,Restoran,5/15/C
Pizza Hut Delivery,Jl. Boulevard Raya Blok FW I No. 14,PT. Sari Melati Kencana,Carolina Susanty,Jakarta Utara,021 8306789,021 8306790,Restoran,30/100/A
Pizza Hut Delivery,Jl. Muara Karang Blok A7 Utara No. 159,PT. Sari Melati Kencana,Carolina Susanty,Jakarta Utara,021 8306789,021 8306686,Restoran,4/16/C
Pizza Hut Delivery,Jl. Kelapa Hybrida RB I/10,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Utara,,,Restoran,4/16/C
Pizza Hut Delivery (PHD),Jl. Bugis Raya No. 71 RT004/RW001,PT. Sarimelati Kencana,Carolina Susanty,Jakarta Utara,021 8306789,021 8306664,Restoran,5/15/C
Pizza Marzano,"Kelapa Gading Mall 1st Floor U G16-G17, Jl. Raya Boulevard Kelapa Gading Blok M",PT. Sari Pizza Indonesia,Jusroni,Jakarta Utara,021 5746501,021 5746189,Restoran,15/60/A
Platinum,Jl. Pluit Indah Raya,PT. Champ Resto Indonesia,Yunus Ciptawilangga,Jakarta Utara,021 4713159,021 47864081,Restoran,20/40/B
Pondok Aroma Segar,"Jl. Agung Permai, Danau Sunter Utara I Blok C1",,Tomsen,Jakarta Utara,,,Restoran,15/60/A
Pondok Daun,Rukan Exclusive Mediterania Blok F No. 8A-8B B,,"Suriati Limanto, SH",Jakarta Utara,,,Restoran,20/80/A
Pondok Dunia Laut,Jl. Raya Boulevard Blk LC.7 No. 5-6,Yuyun Yuningsih,Yuyun Yuningsih,Jakarta Utara,021 45853520,021 45853518,Restoran,15/50/B
Pondok Impian,Jl. RE. Martadinata No. 2,PT. Cahaya Budi Jaya,M. Achyani Bin Sabihun,Jakarta Utara,,,Restoran,10/40/B
Pondok Kepiting Asap,Jl. Danau Sunter Utara A III No. 123,CV. Pondok Kepiting Asap,Adiyanto Wang,Jakarta Utara,,,Restoran,13/102/A
Pondok Sedap Malam,Jl. Boulevard Raya Blok DF 1 No. 1,,Sujanto Tjiputra,Jakarta Utara,021 4517928,,Restoran,10/50/B
Pondok Sedap Malam,Jl. Muara Karang Raya No. 177,,Sujanto Ciputra,Jakarta Utara,021 4517928,,Restoran,10/40/B
Port Er House,"Pantai Indah Kapuk Crown Golf Blok B 38,39,50",PT. SAGAD MITRA BOGA,Wilson Phan,Jakarta Utara,,,Restoran,20/80/A
Pronto,Jl. Raya Kelapa Nias Blok HF-3,PT. Gastronomi Jasa Interbuana,H. Rachmatullah,Jakarta Utara,,,Restoran,12/50/B
Pusat Jajan Mkg-1,"Plaza Kelapa Gading, Jl. Boulevard M.3",PT.Summarecon Agung.Tbk,Ir. Lilies Yamin,Jakarta Utara,,,Restoran,74/200/A
Q - Seafood Restaurant,Jl. Danau Sunter Utara Blok M No. 1,Q - SEAFOOD RESTAURANT,Sukini,Jakarta Utara,021 6521888,021 6521888,Restoran,10/40/B
Q - Seafood Restaurant,Jl. Danau Sunter Utara Blok M No. 1,Q - SEAFOOD RESTAURANT,Sukini,Jakarta Utara,021 6521888,021 6521888,Restoran,10/40/B
Q - Thai,"Bukit Golf Mediterania, Jl. Pantai Indah Barat No. 1, Kamal Muara, Penjaringan, Pantai Indah Kapuk",,The Sukiyanto,Jakarta Utara,,,Restoran,14/50/B
Q - Thai,"Bukit Golf Mediterania, Jl. Pantai Indah Barat No. 1, Kamal Muara, Penjaringan, Pantai Indah Kapuk",,The Sukiyanto,Jakarta Utara,,,Restoran,14/50/B
Queen's Of India,"Jl. Danau Permai Raya Blok C1 H, Danau Sunter",CV. Queens,Munesh R. Shamdasani,Jakarta Utara,021 65831477,021 65831477,Restoran,22/78/A
Queffe Café,Jl. Gunung Sahari Raya Lt. 2,,Lina Widiastuti Lesmana,Jakarta Utara,021 62313332,021 62313352,Restoran,10/30/B
Raacha Suki,"Pluit Village, Jl. Pluit Indah Raya",PT. Champ Resto Indonesia,Drs.Yunus Ciptawilangga,Jakarta Utara,,,Restoran,20/40/B
Racha Suki,"Mal Kelapa Gading, Jl. Raya Boulevard Kelapa Gading",PT. Champ Resto Indonesia,"Drs. Yunus Ciptawilangga, MBA",Jakarta Utara,,,Restoran,10/40/B
Rainbow,Jl. Pantai Indah Kapuk Boulevard No. 829,PT. Vemisha,Go Kiong Hwoo,Jakarta Utara,,,Restoran,30/114/A
Rainbow,Jl. Pantai Indah Kapuk Boulevard No. 829,PT. Vemisha,Go Kiong Hwoo,Jakarta Utara,,,Restoran,30/114/A
Rainbow Kitchen,Jl. Boulevard Kelapa Gading Blok M,PT. Vemisha,Go Kiong Hwoo,Jakarta Utara,021 4531101,021 45864949,Restoran,15/50/B
Raja Kuring,"Jl. Kakap No. 5, Penjaringan",PT. Raja Kuring,Paulus Sinatra,Jakarta Utara,021 6610331,021 6610311,Restoran,83/798/A
Ramen 180,"Plaza Kelapa Gading, Ruko Inkopal, Jl. Boulevard Barat Raya Kelapa Gading",PT. Umami Lestari Indonesia,Heniki Murtini,Jakarta Utara,021 45859407,021 45859407,Restoran,10/50/B
Rasane,Jl. Boulevard Raya Blok PA.I No. 29-30,,Sin Lian Tanuwidjaya,Jakarta Utara,,,Restoran,30/150/A
Rati Rati,Jl. Pantai Indah Barat,,Ali Santoso Wibowo,Jakarta Utara,021 56983506,021 56983507,Restoran,10/36/B
Rati Rati,Jl. Pantai Indah Barat,,Ali Santoso Wibowo,Jakarta Utara,021 56983506,021 56983507,Restoran,10/36/B
Rawon Nguling,Jl. Boulevard DF No. 8,,Widha Ayu Octaviane,Jakarta Utara,,,Restoran,12/50/B
Red And White,Komp. Green Lake Sunter Type SA Blok RD,PT. Wonderful Mulia Jaya,Yudi Martanto,Jakarta Utara,,,Restoran,10/50/B
Red Bean,Jl. Boulevard Barat Raya,,Edwardi Kardiman,Jakarta Utara,021 45866307,021 45866325,Restoran,20/80/A
Red Bean,Jl. Artha Gading Selatan No. 1,,Edwardi Kardiman,Jakarta Utara,021 45858180,021 45858182,Restoran,20/80/A
Red Bean,Jl. Gunung Sahari Raya No. 1,,Imelda Rusli,Jakarta Utara,,,Restoran,20/80/A
Red Crystal,Jl. Danau Sunter Selatan Blok 03 No. 59 RT009,,Ely Nurjanti Pumomo,Jakarta Utara,,,Restoran,20/80/A
Red Tomato Express,Jl. Boulevard Raya Blok LB 3 No. 12,PT. Global Fusion,Jeannie Widjaja,Jakarta Utara,,,Restoran,12/30/B
Rem Club,Jl. RE. Martadinata No. 10,PT. Nurcahaya Budimakmur,M. Achyani Bin Sabihun,Jakarta Utara,021 6358178,021 6917521,Restoran,10/45/B
Replay,"Bukit Golf Mediterania PIK Rukan Crown Golf, Jl. Pantai Indah Barat No. 1, Kamal Muara, Penjaringan, Pantai Indah Kapuk",PT. Jaya Makmur Entertainment,Andrew Ticoalu,Jakarta Utara,021 51339353,021 51339353,Restoran,10/50/B
Resto Platinum,Jl. Boulevard Kelapa Gading Blok. M,PT. Champ Resto Indonesia,"Drs. Yunus Ciptawilangga, MBA",Jakarta Utara,021 45853730,,Restoran,15/45/B
Restoran Pyongyang Baru,Jl. Boulevard Barat Raya Blok LC 6 No. 61,PT. Swajasa Utama,Drg. Lita Wenny Riana Puti,Jakarta Utara,021 4528234,021 4522289,Restoran,16/30/A
Rice Bowl,Jl. Boulevard Kelapa Gading Blok M,PT. Rice Bowl Indonesia,"Santo, SE",Jakarta Utara,021 58902665,,Restoran,25/84/A
Rice Bowl,Jl. Boulevard Kelapa Gading,PT. Rice Bowl Indonesia,"Santo, SE",Jakarta Utara,021 45863810,,Restoran,25/84/A
Rice Bowl,"Pluit Village Lt. 4, Jl. Pluit Selatan Raya",PT. Koki Makmur Sejahtera,Shirley Suwantinna,Jakarta Utara,,,Restoran,12/50/B
Rice Bowl,"Mall of Indonesia, Jl. Boulevard Barat Raya No. 1",PT. Jeeva Niaga,Nikko Prawira Sujapri,Jakarta Utara,021 45867938,021 45867938,Restoran,12/50/B
Rice Bowl,Jl. Pluit Indah Raya,PT. Rice Bowl Indonesia,"Santo, SE",Jakarta Utara,,,Restoran,25/84/A
Rice Bowl,Jl. Boulevard Barat Raya No. 1,PT. Koki Makmur Sejahtera,Shirley Suwantinna,Jakarta Utara,,,Restoran,12/50/B
Rice Bowl,"Mall of Indonesia, Jl. Boulevard Barat Raya No. 1",PT. Jeeva Niaga,Nikko Prawira Sujapri,Jakarta Utara,021 45867938,021 45867938,Restoran,12/50/B
Rumah Makan 369,Jl. Boulevard Timur Blok NB 01/41,,Agus Kuntjoro,Jakarta Utara,,,Restoran,8/30/B
Rumah Makan Kns,Jl. Kelapa Gading Boulevard Blok T-2 No. 30,,Poppy Mudjaja,Jakarta Utara,,,Restoran,12/48/B
Rusdin Resto,Jl. Kampung Bidara RT001/RW001,PT. Rusdin Dan Sons,H. Rusdin,Jakarta Utara,,,Restoran,10/50/B
Ryo Tei,Jl. Boulevard Kelapa Gading Blok KGC/C.20,PT. RYO TEI INDONESIA,WINSTON BONAWI,Jakarta Utara,021 45858044,021 45858044,Restoran,15/60/A
Sahabat Bundo,Jl. Summagung III Blok KR 21,Turut S,Turut S,Jakarta Utara,,,Restoran,5/15/C
Sahara Cafe,Ruko Green Lake Sunter Tipe SA Blok SW No. Q,PT. Sahara Nusantara Makmur,Kristoporus Khoe,Jakarta Utara,021 56947868,021 56947869,Restoran,15/60/A
Sahara Shisha Cafe & Food,Pantai Indah Kapuk Ruko Crown Golf Blok B. 59,PT. Sahara Nusantara Makmur,"Kristoporus, Khoe",Jakarta Utara,021 56947868,021 56947869,Restoran,14/50/B
Sambalero,Jl. Raya Boulevard Barat,PT. Continental Megah Corpora,Beni Prananto,Jakarta Utara,,,Restoran,16/50/B
Sambalero,Jl. Raya Boulevard Barat,PT. Continental Megah Corpora,Beni Prananto,Jakarta Utara,,,Restoran,16/50/B
Sampan,Jl. Kelapa Gading Boulevard Blok QA 3 No. 4,,Hian Ho,Jakarta Utara,,,Restoran,10/40/B
Sampan Bbq Seafood Centre,Jl. Pluit Karang Timur Blok O.VIII/T,,Effendy,Jakarta Utara,021 6681628,021 6693182,Restoran,20/80/A
Samudera Rasa,Jl. Gading Boulevard Blok QF1-QF2,PT. Draya Entertainment,Chandra Yahya,Jakarta Utara,,,Restoran,20/80/A
Sanur Mangga Dua,Rukan Garden House Bukit Golf Mediterania PIK,PT. Sanur Mangga Dua,Sri Rahayu Atmodjo,Jakarta Utara,021 29033448,,Restoran,25/170/A
Sapo Oriental,"Mal Kelapa Gading, Jl. Boulevard Raya Blok M",PT. Pioneerindo Gourmet Intl,Kusuwandi Tamin,Jakarta Utara,,,Restoran,12/40/B
Sari Kuring,Jl. Kelapa Gading Boulevard Blok M,,Surya Dharma,Jakarta Utara,021 4509081,021 4509088,Restoran,50/200/A
Sate Khas Senayan,"Plaza Kelapa Gading Inkopal Kokan Blok C-22, Jl. Boulevard Barat Raya Kelapa Gading",CV. Sari Rasa Nusantara,Ivonne Hadisurjo,Jakarta Utara,021 45859080,021 45859080,Restoran,4/12/C
Sate Khas Senayan,"Emporium Pluit Mall, Jl. Pluit Selatan, Penjaringan",CV.Sari Rasa Nusantara,Benny Hadisurjo,Jakarta Utara,021 7399403,021 7399403,Restoran,14/48/B
Sate Khas Senayan,"Mall Artha Gading Lt. I Blok A.I No. Unit 2, Jl. Boulevard Artha Gading Selatan No. 1",CV. Sari Rasa Nusantara,Benny Hadisurjo,Jakarta Utara,021 45864090,021 45864090,Restoran,20/80/A
Sate Khas Senayan,"Bay Walk, Jl. Pluit Karang Ayu Blok B1 Utara",CV. Sari Rasa Nusantara,Benny Hadisurjo,Jakarta Utara,021 29629535,021 29629536,Restoran,30/100/A
Sate Khas Senayan,"Mall Of Indonesia Lt. 02 FPI&FP2, Jl. Raya Boulevard Barat, Kelapa Gading",CV. Sari Rasa Nusantara,Benny Hadisurjo,Jakarta Utara,021 45868098,021 45868098,Restoran,20/52/A
Sate Khas Senayan,"Pantai Indah Kapuk, Jl. Marina Rukan Cordoba Bl",CV. Sari Rasa Nusantara,Ivonne Hadisurjo,Jakarta Utara,021 56983699,021 56983699,Restoran,10/50/B
Sate Khas Senayan,"Sunter Garden, Jl. Danau Sunter Utara Blok D1/7",CV. Sari Rasa Nusantara,Ivonne Hadisurjo,Jakarta Utara,,,Restoran,10/50/B
Sate Khas Senayan Express,Jl. Boulevard Kelapa Gading,CV. Sari Rasa Nusantara,Ivonne Hadisurjo,Jakarta Utara,,,Restoran,4/12/C
Sea Food Sunda Kelapa,Jl. Ancol Barat IV Blok B 28-29,,Yusup Panata,Jakarta Utara,021 692454,021 6908765,Restoran,47/250/A
Sea Side Suki,"Taman Impian Jaya Ancol, Jl. Pasir Putih Raya, Jl. Lodan Timur No. 7",PT.Tri Mitra Citra Selera,Shefy Pandojo Pangestu,Jakarta Utara,,,Restoran,40/120/A
Seafood City Bandar Djakarta,Jl. Pluit Karang Ayu Blok B.1.U RT002/RW002,PT. Panca Selera Nusa,Drs. Sunarja Lasmana,Jakarta Utara,021 66676060,021 66607479,Restoran,20/80/A
Seafood Kapal Laut,Jl. Boulevard Kelapa Gading Blok Q.A No. 1,PT. Surya Kuliner Prima,Eddy Gunawan,Jakarta Utara,,,Restoran,16/45/B
Secret Recipe,"Mal Kelapa Gading Lt. 3, Jl. Boulevard",PT. Secret Recipe Indonesia,Lie Pie Kiun / Rina Dewi,Jakarta Utara,021 45855045,021 45855045,Restoran,20/50/B
Sederhana,"Jl. Sulawesi No. 9, Tanjung Priok",,H. Bustaman,Jakarta Utara,021 4358450,021 490235,Restoran,20/80/A
Sederhana,"Komp. Marinatam, Jl. Gunung Sahari Raya No. 1",PT. Rajafa Sinar Boga,Puti Lenggogeni,Jakarta Utara,021 5201081,021 5201081,Restoran,14/60/A
Sederhana,"Komp. Ruko Marinatam, Jl. Gunung Sahari Raya No. 1",PT. Rajafa Sinar Boga,Puti Lenggogeni,Jakarta Utara,021 5201081,021 5201081,Restoran,15/60/A
Segarra,"Pantai Carnaval Ancol, Jl. Lodan Timur No. 7",PT. Segarra Boga Utama,"Hardiyanto, SE",Jakarta Utara,021 64712330,021 64712331,Restoran,30/120/A
Selera,Jl. C Danau Sunter Utara No. 9 RT002/RW015,,Harry Purwadi,Jakarta Utara,,,Restoran,20/100/A
Sense,"Mal Mangga Dua Square, Jl.Gunung Sahari Raya No. 1, Pademangan",PT.Agung Wahana Indonesia,Drs.Fuad Djapar,Jakarta Utara,021 62312888,021 62312880,Restoran,20/200/A
Seorae Galmaegisal,Bukit Golf Mediterania PIK Blok. Rukan Garden,PT. Asiana Anugerah Lestari,Ernest Wiliandry,Jakarta Utara,,,Restoran,20/50/B
Seoul Korean Restaurant,"Emporium Pluit Mall Lt. 4 Unit 4-02/4-03, Jl. Pluit Selatan Raya, Penjaringan",PT. Ciptarasa Pasadena,Sellyna Putri Iliadi,Jakarta Utara,,,Restoran,14/70/A
Seven To 7,Ruko Cordoba Blok G No. 21-22 Bukit Golf Mediterania,PT. Mitra Adikarya Mandiri,Lina Herawati Sarmili,Jakarta Utara,021 56983503,021 56983551,Restoran,15/60/A
Shabu Slim,Jl. Boulevard Kelapa Gading Blok M,PT. Shamaya,Wisnu Prakasa,Jakarta Utara,,,Restoran,14/48/B
